ts,sleeve,action,detail
2026-12-16 16:30:00-05:00,btc,ok,in band
2026-12-16 16:30:00-05:00,intl_equity,skip,"trade $16.53 under $25 minimum (cash flow: cash 13.39% above 13.00%, deploying; off-hours cap 25% of $66 needed)"
2026-12-16 16:30:00-05:00,btc,skip,"trade $21.13 under $25 minimum (cash flow: cash 13.39% above 13.00%, deploying)"
2026-12-16 16:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 17:00:00-05:00,us_large_cap,ok,in band
2026-12-16 17:00:00-05:00,intl_equity,ok,in band
2026-12-16 17:00:00-05:00,btc,ok,in band
2026-12-16 17:00:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.48% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-16 17:00:00-05:00,btc,trade,"buy 0.000532 BTC-USD limit 107036 in post: cash flow: cash 13.48% above 13.00%, deploying"
2026-12-16 17:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 17:30:00-05:00,us_large_cap,ok,in band
2026-12-16 17:30:00-05:00,intl_equity,ok,in band
2026-12-16 17:30:00-05:00,btc,ok,in band
2026-12-16 17:30:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.48% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-16 17:30:00-05:00,btc,trade,"buy 0.000526 BTC-USD limit 106520 in post: cash flow: cash 13.48% above 13.00%, deploying"
2026-12-16 17:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 18:00:00-05:00,us_large_cap,ok,in band
2026-12-16 18:00:00-05:00,intl_equity,ok,in band
2026-12-16 18:00:00-05:00,btc,ok,in band
2026-12-16 18:00:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.48% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-16 18:00:00-05:00,btc,trade,"buy 0.000652 BTC-USD limit 105622 in post: cash flow: cash 13.48% above 13.00%, deploying"
2026-12-16 18:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 18:30:00-05:00,us_large_cap,ok,in band
2026-12-16 18:30:00-05:00,intl_equity,ok,in band
2026-12-16 18:30:00-05:00,btc,ok,in band
2026-12-16 18:30:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.41% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-16 18:30:00-05:00,btc,trade,"buy 0.000484 BTC-USD limit 105658 in post: cash flow: cash 13.41% above 13.00%, deploying"
2026-12-16 18:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 19:00:00-05:00,us_large_cap,ok,in band
2026-12-16 19:00:00-05:00,intl_equity,ok,in band
2026-12-16 19:00:00-05:00,btc,ok,in band
2026-12-16 19:00:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.35% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-16 19:00:00-05:00,btc,trade,"buy 0.000336 BTC-USD limit 105866 in post: cash flow: cash 13.35% above 13.00%, deploying"
2026-12-16 19:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 19:30:00-05:00,us_large_cap,ok,in band
2026-12-16 19:30:00-05:00,intl_equity,ok,in band
2026-12-16 19:30:00-05:00,btc,ok,in band
2026-12-16 19:30:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.33% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-16 19:30:00-05:00,btc,trade,"buy 0.000331 BTC-USD limit 105643 in post: cash flow: cash 13.33% above 13.00%, deploying"
2026-12-16 19:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-16 20:00:00-05:00,us_large_cap,ok,in band
2026-12-16 20:00:00-05:00,intl_equity,ok,in band
2026-12-16 20:00:00-05:00,btc,ok,in band
2026-12-16 20:00:00-05:00,btc,trade,"buy 0.002833 BTC-USD limit 105742 in pause: cash flow: cash 13.29% above 13.00%, deploying"
2026-12-16 20:30:00-05:00,btc,ok,in band
2026-12-16 21:00:00-05:00,btc,skip,"trade $0.12 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 21:00:00-05:00,intl_equity,skip,"trade $1.29 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 21:00:00-05:00,us_large_cap,skip,"trade $7.65 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 21:30:00-05:00,us_large_cap,ok,in band
2026-12-16 21:30:00-05:00,intl_equity,ok,in band
2026-12-16 21:30:00-05:00,btc,ok,in band
2026-12-16 21:30:00-05:00,btc,skip,"trade $0.01 under $25 minimum (cash flow: cash 13.00% above 13.00%, deploying)"
2026-12-16 21:30:00-05:00,intl_equity,skip,"trade $0.11 under $25 minimum (cash flow: cash 13.00% above 13.00%, deploying)"
2026-12-16 21:30:00-05:00,us_large_cap,skip,"trade $0.63 under $25 minimum (cash flow: cash 13.00% above 13.00%, deploying)"
2026-12-16 22:00:00-05:00,us_large_cap,ok,in band
2026-12-16 22:00:00-05:00,intl_equity,ok,in band
2026-12-16 22:00:00-05:00,btc,ok,in band
2026-12-16 22:00:00-05:00,btc,skip,"trade $0.23 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 22:00:00-05:00,intl_equity,skip,"trade $1.41 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 22:00:00-05:00,us_large_cap,skip,"trade $8.55 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 22:30:00-05:00,us_large_cap,ok,in band
2026-12-16 22:30:00-05:00,intl_equity,ok,in band
2026-12-16 22:30:00-05:00,btc,ok,in band
2026-12-16 23:00:00-05:00,btc,skip,"trade $0.36 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 23:00:00-05:00,intl_equity,skip,"trade $2.08 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 23:00:00-05:00,us_large_cap,skip,"trade $12.16 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-16 23:30:00-05:00,us_large_cap,ok,in band
2026-12-16 23:30:00-05:00,intl_equity,ok,in band
2026-12-16 23:30:00-05:00,btc,ok,in band
2026-12-16 23:30:00-05:00,btc,skip,"trade $1.75 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-16 23:30:00-05:00,intl_equity,skip,"trade $6.26 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-16 23:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 00:00:00-05:00,us_large_cap,ok,in band
2026-12-17 00:00:00-05:00,intl_equity,ok,in band
2026-12-17 00:00:00-05:00,btc,ok,in band
2026-12-17 00:00:00-05:00,btc,skip,"trade $1.53 under $25 minimum (cash flow: cash 13.06% above 13.00%, deploying)"
2026-12-17 00:00:00-05:00,intl_equity,skip,"trade $9.33 under $25 minimum (cash flow: cash 13.06% above 13.00%, deploying)"
2026-12-17 00:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 00:30:00-05:00,us_large_cap,ok,in band
2026-12-17 00:30:00-05:00,intl_equity,ok,in band
2026-12-17 00:30:00-05:00,btc,ok,in band
2026-12-17 00:30:00-05:00,eth,skip,"trade $0.29 under $25 minimum (cash flow: cash 13.08% above 13.00%, deploying)"
2026-12-17 00:30:00-05:00,btc,skip,"trade $2.19 under $25 minimum (cash flow: cash 13.08% above 13.00%, deploying)"
2026-12-17 00:30:00-05:00,intl_equity,skip,"trade $11.55 under $25 minimum (cash flow: cash 13.08% above 13.00%, deploying)"
2026-12-17 00:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 01:00:00-05:00,us_large_cap,ok,in band
2026-12-17 01:00:00-05:00,intl_equity,ok,in band
2026-12-17 01:00:00-05:00,btc,ok,in band
2026-12-17 01:00:00-05:00,eth,ok,in band
2026-12-17 01:00:00-05:00,eth,skip,"trade $1.04 under $25 minimum (cash flow: cash 13.12% above 13.00%, deploying)"
2026-12-17 01:00:00-05:00,btc,skip,"trade $6.87 under $25 minimum (cash flow: cash 13.12% above 13.00%, deploying)"
2026-12-17 01:00:00-05:00,intl_equity,skip,"trade $16.42 under $25 minimum (cash flow: cash 13.12% above 13.00%, deploying)"
2026-12-17 01:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 01:30:00-05:00,us_large_cap,ok,in band
2026-12-17 01:30:00-05:00,intl_equity,ok,in band
2026-12-17 01:30:00-05:00,btc,ok,in band
2026-12-17 01:30:00-05:00,eth,ok,in band
2026-12-17 01:30:00-05:00,eth,skip,"trade $2.27 under $25 minimum (cash flow: cash 13.15% above 13.00%, deploying)"
2026-12-17 01:30:00-05:00,btc,skip,"trade $11.84 under $25 minimum (cash flow: cash 13.15% above 13.00%, deploying)"
2026-12-17 01:30:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.15% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-17 01:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 02:00:00-05:00,us_large_cap,ok,in band
2026-12-17 02:00:00-05:00,intl_equity,ok,in band
2026-12-17 02:00:00-05:00,btc,ok,in band
2026-12-17 02:00:00-05:00,eth,ok,in band
2026-12-17 02:00:00-05:00,eth,skip,"trade $1.91 under $25 minimum (cash flow: cash 13.13% above 13.00%, deploying)"
2026-12-17 02:00:00-05:00,btc,skip,"trade $6.57 under $25 minimum (cash flow: cash 13.13% above 13.00%, deploying)"
2026-12-17 02:00:00-05:00,intl_equity,skip,"trade $17.36 under $25 minimum (cash flow: cash 13.13% above 13.00%, deploying)"
2026-12-17 02:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 02:30:00-05:00,us_large_cap,ok,in band
2026-12-17 02:30:00-05:00,intl_equity,ok,in band
2026-12-17 02:30:00-05:00,btc,ok,in band
2026-12-17 02:30:00-05:00,eth,ok,in band
2026-12-17 02:30:00-05:00,eth,skip,"trade $0.05 under $25 minimum (cash flow: cash 13.11% above 13.00%, deploying)"
2026-12-17 02:30:00-05:00,btc,skip,"trade $1.88 under $25 minimum (cash flow: cash 13.11% above 13.00%, deploying)"
2026-12-17 02:30:00-05:00,intl_equity,skip,"trade $15.27 under $25 minimum (cash flow: cash 13.11% above 13.00%, deploying)"
2026-12-17 02:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 03:00:00-05:00,us_large_cap,ok,in band
2026-12-17 03:00:00-05:00,intl_equity,ok,in band
2026-12-17 03:00:00-05:00,btc,ok,in band
2026-12-17 03:00:00-05:00,eth,ok,in band
2026-12-17 03:00:00-05:00,eth,skip,"trade $3.12 under $25 minimum (cash flow: cash 13.14% above 13.00%, deploying)"
2026-12-17 03:00:00-05:00,btc,skip,"trade $5.87 under $25 minimum (cash flow: cash 13.14% above 13.00%, deploying)"
2026-12-17 03:00:00-05:00,intl_equity,skip,"trade $17.71 under $25 minimum (cash flow: cash 13.14% above 13.00%, deploying; off-hours cap 25% of $71 needed)"
2026-12-17 03:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 03:30:00-05:00,us_large_cap,ok,in band
2026-12-17 03:30:00-05:00,intl_equity,ok,in band
2026-12-17 03:30:00-05:00,btc,ok,in band
2026-12-17 03:30:00-05:00,eth,ok,in band
2026-12-17 03:30:00-05:00,btc,skip,"trade $1.03 under $25 minimum (cash flow: cash 13.09% above 13.00%, deploying)"
2026-12-17 03:30:00-05:00,intl_equity,skip,"trade $13.21 under $25 minimum (cash flow: cash 13.09% above 13.00%, deploying)"
2026-12-17 03:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 04:00:00-05:00,us_large_cap,ok,in band
2026-12-17 04:00:00-05:00,intl_equity,ok,in band
2026-12-17 04:00:00-05:00,btc,ok,in band
2026-12-17 04:00:00-05:00,eth,skip,"trade $0.11 under $25 minimum (cash flow: cash 13.07% above 13.00%, deploying)"
2026-12-17 04:00:00-05:00,intl_equity,skip,"trade $10.21 under $25 minimum (cash flow: cash 13.07% above 13.00%, deploying)"
2026-12-17 04:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 04:30:00-05:00,us_large_cap,ok,in band
2026-12-17 04:30:00-05:00,intl_equity,ok,in band
2026-12-17 04:30:00-05:00,eth,ok,in band
2026-12-17 04:30:00-05:00,intl_equity,skip,"trade $4.83 under $25 minimum (cash flow: cash 13.03% above 13.00%, deploying)"
2026-12-17 04:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 05:00:00-05:00,us_large_cap,ok,in band
2026-12-17 05:00:00-05:00,intl_equity,ok,in band
2026-12-17 05:00:00-05:00,intl_equity,skip,"trade $0.41 under $25 minimum (cash flow: cash 13.00% above 13.00%, deploying)"
2026-12-17 05:00:00-05:00,us_large_cap,skip,"trade $2.39 under $25 minimum (cash flow: cash 13.00% above 13.00%, deploying)"
2026-12-17 05:30:00-05:00,us_large_cap,ok,in band
2026-12-17 05:30:00-05:00,intl_equity,ok,in band
2026-12-17 05:30:00-05:00,intl_equity,skip,"trade $5.61 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 05:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 06:00:00-05:00,us_large_cap,ok,in band
2026-12-17 06:00:00-05:00,intl_equity,ok,in band
2026-12-17 06:00:00-05:00,btc,skip,"trade $0.05 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 06:00:00-05:00,intl_equity,skip,"trade $0.90 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 06:00:00-05:00,us_large_cap,skip,"trade $5.39 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 06:30:00-05:00,us_large_cap,ok,in band
2026-12-17 06:30:00-05:00,intl_equity,ok,in band
2026-12-17 06:30:00-05:00,btc,ok,in band
2026-12-17 12:30:00-05:00,eth,skip,"trade $0.02 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 12:30:00-05:00,btc,skip,"trade $0.41 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 12:30:00-05:00,intl_equity,skip,"trade $0.93 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 12:30:00-05:00,us_large_cap,skip,"trade $5.74 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 13:00:00-05:00,us_large_cap,ok,in band
2026-12-17 13:00:00-05:00,intl_equity,ok,in band
2026-12-17 13:00:00-05:00,btc,ok,in band
2026-12-17 13:00:00-05:00,eth,ok,in band
2026-12-17 13:00:00-05:00,eth,skip,"trade $0.26 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 13:00:00-05:00,btc,skip,"trade $0.72 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 13:00:00-05:00,intl_equity,skip,"trade $2.02 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 13:00:00-05:00,us_large_cap,skip,"trade $12.28 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 13:30:00-05:00,us_large_cap,ok,in band
2026-12-17 13:30:00-05:00,intl_equity,ok,in band
2026-12-17 13:30:00-05:00,btc,ok,in band
2026-12-17 13:30:00-05:00,eth,ok,in band
2026-12-17 13:30:00-05:00,eth,skip,"trade $1.70 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 13:30:00-05:00,btc,skip,"trade $3.17 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 13:30:00-05:00,intl_equity,skip,"trade $5.67 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 13:30:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 14:00:00-05:00,us_large_cap,ok,in band
2026-12-17 14:00:00-05:00,intl_equity,ok,in band
2026-12-17 14:00:00-05:00,btc,ok,in band
2026-12-17 14:00:00-05:00,eth,ok,in band
2026-12-17 14:00:00-05:00,eth,skip,"trade $2.69 under $25 minimum (cash flow: cash 13.06% above 13.00%, deploying)"
2026-12-17 14:00:00-05:00,btc,skip,"trade $4.14 under $25 minimum (cash flow: cash 13.06% above 13.00%, deploying)"
2026-12-17 14:00:00-05:00,intl_equity,skip,"trade $7.29 under $25 minimum (cash flow: cash 13.06% above 13.00%, deploying)"
2026-12-17 14:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 14:30:00-05:00,us_large_cap,ok,in band
2026-12-17 14:30:00-05:00,intl_equity,ok,in band
2026-12-17 14:30:00-05:00,btc,ok,in band
2026-12-17 14:30:00-05:00,eth,ok,in band
2026-12-17 14:30:00-05:00,btc,skip,"trade $0.34 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 14:30:00-05:00,eth,skip,"trade $0.36 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 14:30:00-05:00,intl_equity,skip,"trade $1.76 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 14:30:00-05:00,us_large_cap,skip,"trade $10.86 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 15:00:00-05:00,us_large_cap,ok,in band
2026-12-17 15:00:00-05:00,intl_equity,ok,in band
2026-12-17 15:00:00-05:00,btc,ok,in band
2026-12-17 15:00:00-05:00,eth,ok,in band
2026-12-17 15:00:00-05:00,eth,skip,"trade $1.78 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 15:00:00-05:00,btc,skip,"trade $2.17 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 15:00:00-05:00,intl_equity,skip,"trade $4.94 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 15:00:00-05:00,us_large_cap,skip,VOO trade rounds below the minimum at lot size 1
2026-12-17 15:30:00-05:00,us_large_cap,ok,in band
2026-12-17 15:30:00-05:00,intl_equity,ok,in band
2026-12-17 15:30:00-05:00,btc,ok,in band
2026-12-17 15:30:00-05:00,eth,ok,in band
2026-12-17 15:30:00-05:00,eth,skip,"trade $0.49 under $25 minimum (cash flow: cash 13.02% above 13.00%, deploying)"
2026-12-17 15:30:00-05:00,btc,skip,"trade $1.09 under $25 minimum (cash flow: cash 13.02% above 13.00%, deploying)"
2026-12-17 15:30:00-05:00,intl_equity,skip,"trade $2.46 under $25 minimum (cash flow: cash 13.02% above 13.00%, deploying)"
2026-12-17 15:30:00-05:00,us_large_cap,skip,"trade $15.77 under $25 minimum (cash flow: cash 13.02% above 13.00%, deploying)"
2026-12-17 16:00:00-05:00,us_large_cap,ok,in band
2026-12-17 16:00:00-05:00,intl_equity,ok,in band
2026-12-17 16:00:00-05:00,btc,ok,in band
2026-12-17 16:00:00-05:00,eth,ok,in band
2026-12-17 16:00:00-05:00,intl_equity,skip,"trade $1.35 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying; off-hours cap 25% of $5 needed)"
2026-12-17 16:00:00-05:00,eth,skip,"trade $2.17 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 16:00:00-05:00,btc,skip,"trade $2.63 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying)"
2026-12-17 16:00:00-05:00,us_large_cap,skip,"trade $8.93 under $25 minimum (cash flow: cash 13.04% above 13.00%, deploying; off-hours cap 25% of $36 needed)"
2026-12-17 16:30:00-05:00,us_large_cap,ok,in band
2026-12-17 16:30:00-05:00,intl_equity,ok,in band
2026-12-17 16:30:00-05:00,btc,ok,in band
2026-12-17 16:30:00-05:00,eth,ok,in band
2026-12-17 16:30:00-05:00,eth,skip,"trade $1.09 under $25 minimum (cash flow: cash 13.03% above 13.00%, deploying)"
2026-12-17 16:30:00-05:00,btc,skip,"trade $1.33 under $25 minimum (cash flow: cash 13.03% above 13.00%, deploying)"
2026-12-17 16:30:00-05:00,intl_equity,skip,"trade $1.35 under $25 minimum (cash flow: cash 13.03% above 13.00%, deploying; off-hours cap 25% of $5 needed)"
2026-12-17 16:30:00-05:00,us_large_cap,skip,"trade $8.93 under $25 minimum (cash flow: cash 13.03% above 13.00%, deploying; off-hours cap 25% of $36 needed)"
2026-12-17 17:00:00-05:00,us_large_cap,ok,in band
2026-12-17 17:00:00-05:00,intl_equity,ok,in band
2026-12-17 17:00:00-05:00,btc,ok,in band
2026-12-17 17:00:00-05:00,eth,ok,in band
2026-12-17 18:00:00-05:00,eth,skip,"trade $0.10 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 18:00:00-05:00,btc,skip,"trade $0.19 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 18:00:00-05:00,intl_equity,skip,"trade $0.64 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 18:00:00-05:00,us_large_cap,skip,"trade $4.28 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 18:30:00-05:00,us_large_cap,ok,in band
2026-12-17 18:30:00-05:00,intl_equity,ok,in band
2026-12-17 18:30:00-05:00,btc,ok,in band
2026-12-17 18:30:00-05:00,eth,ok,in band
2026-12-17 23:00:00-05:00,btc,skip,"trade $0.33 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 23:00:00-05:00,eth,skip,"trade $0.38 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 23:00:00-05:00,intl_equity,skip,"trade $0.67 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 23:00:00-05:00,us_large_cap,skip,"trade $4.52 under $25 minimum (cash flow: cash 13.01% above 13.00%, deploying)"
2026-12-17 23:30:00-05:00,us_large_cap,ok,in band
2026-12-17 23:30:00-05:00,intl_equity,ok,in band
2026-12-17 23:30:00-05:00,btc,ok,in band
2026-12-17 23:30:00-05:00,eth,ok,in band
